id_venta,producto,precio,cantidad,fecha_venta,categoria
2419,23,1376,3.0,1970-01-01 00:00:00.000000264,2
2503,27,841,9.0,1970-01-01 00:00:00.000000264,2
2541,21,683,12.0,1970-01-01 00:00:00.000000264,2
2587,10,1596,7.0,1970-01-01 00:00:00.000000264,2
365,1,1536,9.0,1970-01-01 00:00:00.000000276,0
577,11,1563,7.0,1970-01-01 00:00:00.000000276,0
929,19,1265,11.0,1970-01-01 00:00:00.000000276,0
930,0,1959,6.0,1970-01-01 00:00:00.000000276,0
1182,5,358,2.0,1970-01-01 00:00:00.000000276,1
1558,5,1794,6.0,1970-01-01 00:00:00.000000276,1
1817,15,809,4.0,1970-01-01 00:00:00.000000276,1
2058,26,916,3.0,1970-01-01 00:00:00.000000276,2
2768,26,749,11.0,1970-01-01 00:00:00.000000276,2
2816,17,752,8.0,1970-01-01 00:00:00.000000276,2
2943,27,729,2.0,1970-01-01 00:00:00.000000276,2
1703,20,2387,9.0,1970-01-01 00:00:00.000000288,1
1852,5,1982,7.0,1970-01-01 00:00:00.000000288,1
2175,3,446,6.0,1970-01-01 00:00:00.000000288,2
2232,29,1834,7.0,1970-01-01 00:00:00.000000288,2
2269,23,1945,4.0,1970-01-01 00:00:00.000000288,2
2398,26,1225,1.0,1970-01-01 00:00:00.000000288,2
332,9,641,10.0,1970-01-01 00:00:00.000000300,0
581,19,160,3.0,1970-01-01 00:00:00.000000300,0
697,11,1759,2.0,1970-01-01 00:00:00.000000300,0
1740,22,1176,6.0,1970-01-01 00:00:00.000000300,1
2319,23,1715,4.0,1970-01-01 00:00:00.000000300,2
2551,21,1626,6.0,1970-01-01 00:00:00.000000300,2
2,9,148,3.0,1970-01-01 00:00:00.000000312,0
171,19,1621,6.0,1970-01-01 00:00:00.000000312,0
239,19,1203,12.0,1970-01-01 00:00:00.000000312,0
1095,18,1752,9.0,1970-01-01 00:00:00.000000312,1
1138,5,2406,8.0,1970-01-01 00:00:00.000000312,1
1835,18,1202,10.0,1970-01-01 00:00:00.000000312,1
1988,5,1288,3.0,1970-01-01 00:00:00.000000312,1
2594,28,2170,7.0,1970-01-01 00:00:00.000000312,2
2810,7,798,1.0,1970-01-01 00:00:00.000000312,2
2964,28,2586,8.0,1970-01-01 00:00:00.000000312,2
95,1,2286,2.0,1970-01-01 00:00:00.000000324,0
150,0,714,5.0,1970-01-01 00:00:00.000000324,0
702,9,331,9.0,1970-01-01 00:00:00.000000324,0
1136,25,1082,8.0,1970-01-01 00:00:00.000000324,1
1272,5,25,1.0,1970-01-01 00:00:00.000000324,1
1410,22,600,10.0,1970-01-01 00:00:00.000000324,1
1669,4,1821,8.0,1970-01-01 00:00:00.000000324,1
1793,20,208,12.0,1970-01-01 00:00:00.000000324,1
1839,4,1648,3.0,1970-01-01 00:00:00.000000324,1
2110,7,2137,4.0,1970-01-01 00:00:00.000000324,2
2695,3,113,9.0,1970-01-01 00:00:00.000000324,2
2697,10,463,2.0,1970-01-01 00:00:00.000000324,2
79,19,520,10.0,1970-01-01 00:00:00.000000336,0
734,16,232,6.0,1970-01-01 00:00:00.000000336,0
822,9,889,11.0,1970-01-01 00:00:00.000000336,0
1569,4,577,12.0,1970-01-01 00:00:00.000000336,1
1570,22,372,4.0,1970-01-01 00:00:00.000000336,1
1984,2,2321,11.0,1970-01-01 00:00:00.000000336,1
2104,28,2060,5.0,1970-01-01 00:00:00.000000336,2
2223,27,441,6.0,1970-01-01 00:00:00.000000336,2
661,19,2238,11.0,1970-01-01 00:00:00.000000001,0
1189,4,2152,6.0,1970-01-01 00:00:00.000000001,1
1263,20,1413,7.0,1970-01-01 00:00:00.000000001,1
2699,23,1734,6.0,1970-01-01 00:00:00.000000001,2
337,11,2413,10.0,1970-01-01 00:00:00.000000013,0
396,8,1027,2.0,1970-01-01 00:00:00.000000013,0
454,16,2105,7.0,1970-01-01 00:00:00.000000013,0
868,24,2236,2.0,1970-01-01 00:00:00.000000013,0
1089,4,1605,8.0,1970-01-01 00:00:00.000000013,1
2322,29,2127,9.0,1970-01-01 00:00:00.000000013,2
2572,29,619,7.0,1970-01-01 00:00:00.000000013,2
2777,10,810,8.0,1970-01-01 00:00:00.000000013,2
8,24,1836,7.0,1970-01-01 00:00:00.000000025,0
356,8,605,5.0,1970-01-01 00:00:00.000000025,0
403,12,1675,1.0,1970-01-01 00:00:00.000000025,0
760,0,2024,1.0,1970-01-01 00:00:00.000000025,0
985,1,479,3.0,1970-01-01 00:00:00.000000025,0
2975,3,1437,10.0,1970-01-01 00:00:00.000000025,2
186,8,223,3.0,1970-01-01 00:00:00.000000037,0
954,16,319,1.0,1970-01-01 00:00:00.000000037,0
1622,5,994,7.0,1970-01-01 00:00:00.000000037,1
1646,25,877,7.0,1970-01-01 00:00:00.000000037,1
1761,13,260,7.0,1970-01-01 00:00:00.000000037,1
1812,5,154,1.0,1970-01-01 00:00:00.000000037,1
2489,23,2011,1.0,1970-01-01 00:00:00.000000037,2
140,0,1161,1.0,1970-01-01 00:00:00.000000049,0
324,16,1500,5.0,1970-01-01 00:00:00.000000049,0
774,16,404,12.0,1970-01-01 00:00:00.000000049,0
1085,18,217,10.0,1970-01-01 00:00:00.000000049,1
1736,25,1541,11.0,1970-01-01 00:00:00.000000049,1
1741,13,1765,2.0,1970-01-01 00:00:00.000000049,1
1743,20,2136,6.0,1970-01-01 00:00:00.000000049,1
2063,27,631,12.0,1970-01-01 00:00:00.000000049,2
2102,29,855,1.0,1970-01-01 00:00:00.000000049,2
781,19,408,11.0,1970-01-01 00:00:00.000000061,0
1686,25,1546,8.0,1970-01-01 00:00:00.000000061,1
2099,23,1066,2.0,1970-01-01 00:00:00.000000061,2
2388,26,14,9.0,1970-01-01 00:00:00.000000061,2
2498,26,26,10.0,1970-01-01 00:00:00.000000061,2
2942,29,519,2.0,1970-01-01 00:00:00.000000061,2
612,9,1166,10.0,1970-01-01 00:00:00.000000073,0
635,1,1157,7.0,1970-01-01 00:00:00.000000073,0
879,19,887,11.0,1970-01-01 00:00:00.000000073,0
1027,15,1830,1.0,1970-01-01 00:00:00.000000073,1
1052,5,1017,11.0,1970-01-01 00:00:00.000000073,1
1982,5,453,8.0,1970-01-01 00:00:00.000000073,1
2270,7,454,8.0,1970-01-01 00:00:00.000000073,2
2550,7,495,6.0,1970-01-01 00:00:00.000000073,2
23,12,1840,5.0,1970-01-01 00:00:00.000000085,0
336,8,2216,5.0,1970-01-01 00:00:00.000000085,0
348,24,1205,1.0,1970-01-01 00:00:00.000000085,0
435,1,2524,1.0,1970-01-01 00:00:00.000000085,0
1229,4,765,4.0,1970-01-01 00:00:00.000000085,1
1434,2,1572,11.0,1970-01-01 00:00:00.000000085,1
1557,15,1398,12.0,1970-01-01 00:00:00.000000085,1
1879,4,1709,9.0,1970-01-01 00:00:00.000000085,1
2233,27,967,3.0,1970-01-01 00:00:00.000000085,2
156,8,1030,2.0,1970-01-01 00:00:00.000000097,0
470,0,901,5.0,1970-01-01 00:00:00.000000097,0
685,1,68,9.0,1970-01-01 00:00:00.000000097,0
805,1,1275,8.0,1970-01-01 00:00:00.000000097,0
1369,4,1271,11.0,1970-01-01 00:00:00.000000097,1
1513,20,1815,1.0,1970-01-01 00:00:00.000000097,1
1844,2,2252,12.0,1970-01-01 00:00:00.000000097,1
2002,29,1797,10.0,1970-01-01 00:00:00.000000097,2
2664,28,1416,3.0,1970-01-01 00:00:00.000000097,2
2684,3,2077,6.0,1970-01-01 00:00:00.000000097,2
2694,3,1352,3.0,1970-01-01 00:00:00.000000097,2
2826,17,1015,8.0,1970-01-01 00:00:00.000000097,2
2983,27,485,11.0,1970-01-01 00:00:00.000000097,2
74,16,1331,11.0,1970-01-01 00:00:00.000000109,0
161,19,2501,11.0,1970-01-01 00:00:00.000000109,0
967,11,740,10.0,1970-01-01 00:00:00.000000109,0
978,24,825,4.0,1970-01-01 00:00:00.000000109,0
1169,4,2239,5.0,1970-01-01 00:00:00.000000109,1
1219,4,1290,9.0,1970-01-01 00:00:00.000000109,1
1330,22,734,11.0,1970-01-01 00:00:00.000000109,1
1742,5,2515,11.0,1970-01-01 00:00:00.000000109,1
1751,13,2012,4.0,1970-01-01 00:00:00.000000109,1
1860,22,58,12.0,1970-01-01 00:00:00.000000109,1
2944,3,1436,4.0,1970-01-01 00:00:00.000000109,2
91,19,2339,12.0,1970-01-01 00:00:00.000000121,0
615,1,1690,5.0,1970-01-01 00:00:00.000000121,0
1240,22,1060,12.0,1970-01-01 00:00:00.000000121,1
1311,13,1598,11.0,1970-01-01 00:00:00.000000121,1
1707,15,1542,8.0,1970-01-01 00:00:00.000000121,1
1934,2,1112,2.0,1970-01-01 00:00:00.000000121,1
2436,17,1125,8.0,1970-01-01 00:00:00.000000121,2
693,12,2226,9.0,1970-01-01 00:00:00.000000133,0
849,19,1213,2.0,1970-01-01 00:00:00.000000133,0
887,11,1075,3.0,1970-01-01 00:00:00.000000133,0
1042,14,574,10.0,1970-01-01 00:00:00.000000133,1
1248,5,790,5.0,1970-01-01 00:00:00.000000133,1
1305,18,375,9.0,1970-01-01 00:00:00.000000133,1
2282,29,817,10.0,1970-01-01 00:00:00.000000133,2
2519,23,1987,11.0,1970-01-01 00:00:00.000000133,2
543,12,2096,10.0,1970-01-01 00:00:00.000000145,0
623,12,1955,3.0,1970-01-01 00:00:00.000000145,0
874,16,2119,12.0,1970-01-01 00:00:00.000000145,0
1173,20,1863,12.0,1970-01-01 00:00:00.000000145,1
1260,22,578,1.0,1970-01-01 00:00:00.000000145,1
1295,18,1408,7.0,1970-01-01 00:00:00.000000145,1
1620,22,1995,5.0,1970-01-01 00:00:00.000000145,1
1892,14,1525,1.0,1970-01-01 00:00:00.000000145,1
1916,25,262,11.0,1970-01-01 00:00:00.000000145,1
2393,27,360,9.0,1970-01-01 00:00:00.000000145,2
2437,10,2098,3.0,1970-01-01 00:00:00.000000145,2
2688,26,522,12.0,1970-01-01 00:00:00.000000145,2
2858,26,2330,6.0,1970-01-01 00:00:00.000000145,2
820,0,954,3.0,1970-01-01 00:00:00.000000157,0
1303,20,1064,9.0,1970-01-01 00:00:00.000000157,1
1657,15,256,9.0,1970-01-01 00:00:00.000000157,1
1772,14,1493,2.0,1970-01-01 00:00:00.000000157,1
1978,5,114,11.0,1970-01-01 00:00:00.000000157,1
2052,29,1733,5.0,1970-01-01 00:00:00.000000157,2
2347,10,320,3.0,1970-01-01 00:00:00.000000157,2
2493,27,658,5.0,1970-01-01 00:00:00.000000157,2
2748,26,1411,7.0,1970-01-01 00:00:00.000000157,2
2882,29,1489,9.0,1970-01-01 00:00:00.000000157,2
2981,21,2102,10.0,1970-01-01 00:00:00.000000157,2
517,11,2460,12.0,1970-01-01 00:00:00.000000169,0
624,16,1345,10.0,1970-01-01 00:00:00.000000169,0
772,9,2057,10.0,1970-01-01 00:00:00.000000169,0
957,11,1961,4.0,1970-01-01 00:00:00.000000169,0
1953,20,518,2.0,1970-01-01 00:00:00.000000169,1
2082,29,1456,3.0,1970-01-01 00:00:00.000000169,2
2170,7,588,1.0,1970-01-01 00:00:00.000000169,2
2554,3,2,11.0,1970-01-01 00:00:00.000000169,2
2647,10,2353,1.0,1970-01-01 00:00:00.000000169,2
2835,3,1096,7.0,1970-01-01 00:00:00.000000169,2
2950,7,743,10.0,1970-01-01 00:00:00.000000169,2
613,12,2046,7.0,1970-01-01 00:00:00.000000181,0
836,8,409,1.0,1970-01-01 00:00:00.000000181,0
919,19,1349,1.0,1970-01-01 00:00:00.000000181,0
1099,4,1033,11.0,1970-01-01 00:00:00.000000181,1
1670,22,39,7.0,1970-01-01 00:00:00.000000181,1
1995,18,803,7.0,1970-01-01 00:00:00.000000181,1
2018,26,2585,1.0,1970-01-01 00:00:00.000000181,2
2030,7,197,9.0,1970-01-01 00:00:00.000000181,2
2613,27,138,6.0,1970-01-01 00:00:00.000000181,2
2749,23,541,4.0,1970-01-01 00:00:00.000000181,2
2809,23,2324,1.0,1970-01-01 00:00:00.000000181,2
262,9,1859,11.0,1970-01-01 00:00:00.000000193,0
449,19,747,3.0,1970-01-01 00:00:00.000000193,0
914,16,2546,2.0,1970-01-01 00:00:00.000000193,0
1067,15,422,8.0,1970-01-01 00:00:00.000000193,1
1164,2,53,2.0,1970-01-01 00:00:00.000000193,1
1209,4,298,3.0,1970-01-01 00:00:00.000000193,1
1545,18,859,10.0,1970-01-01 00:00:00.000000193,1
2444,3,1833,11.0,1970-01-01 00:00:00.000000193,2
2577,10,1170,6.0,1970-01-01 00:00:00.000000193,2
2677,10,2394,10.0,1970-01-01 00:00:00.000000193,2
188,24,41,9.0,1970-01-01 00:00:00.000000205,0
407,11,2533,5.0,1970-01-01 00:00:00.000000205,0
505,1,2492,11.0,1970-01-01 00:00:00.000000205,0
872,9,1462,10.0,1970-01-01 00:00:00.000000205,0
926,8,1662,11.0,1970-01-01 00:00:00.000000205,0
1384,2,2107,9.0,1970-01-01 00:00:00.000000205,1
2035,3,2039,6.0,1970-01-01 00:00:00.000000205,2
2454,3,28,10.0,1970-01-01 00:00:00.000000205,2
2496,17,1042,3.0,1970-01-01 00:00:00.000000205,2
2763,27,188,11.0,1970-01-01 00:00:00.000000205,2
314,16,242,10.0,1970-01-01 00:00:00.000000217,0
731,19,1040,2.0,1970-01-01 00:00:00.000000217,0
961,19,75,9.0,1970-01-01 00:00:00.000000217,0
1073,20,1903,10.0,1970-01-01 00:00:00.000000217,1
1917,15,2157,2.0,1970-01-01 00:00:00.000000217,1
2037,10,1787,12.0,1970-01-01 00:00:00.000000217,2
2047,10,2234,3.0,1970-01-01 00:00:00.000000217,2
2157,10,1711,8.0,1970-01-01 00:00:00.000000217,2
197,11,2328,4.0,1970-01-01 00:00:00.000000229,0
206,8,1920,2.0,1970-01-01 00:00:00.000000229,0
234,16,325,9.0,1970-01-01 00:00:00.000000229,0
746,8,1684,10.0,1970-01-01 00:00:00.000000229,0
855,1,1270,11.0,1970-01-01 00:00:00.000000229,0
950,0,428,6.0,1970-01-01 00:00:00.000000229,0
1581,13,2308,8.0,1970-01-01 00:00:00.000000229,1
2001,13,1118,12.0,1970-01-01 00:00:00.000000229,1
2112,29,908,12.0,1970-01-01 00:00:00.000000229,2
2530,7,1412,8.0,1970-01-01 00:00:00.000000229,2
195,1,389,12.0,1970-01-01 00:00:00.000000241,0
780,0,2071,7.0,1970-01-01 00:00:00.000000241,0
1290,22,1984,5.0,1970-01-01 00:00:00.000000241,1
1537,15,84,7.0,1970-01-01 00:00:00.000000241,1
1677,15,437,12.0,1970-01-01 00:00:00.000000241,1
1831,13,2286,4.0,1970-01-01 00:00:00.000000241,1
2200,7,1149,10.0,1970-01-01 00:00:00.000000241,2
2650,7,1323,10.0,1970-01-01 00:00:00.000000241,2
2691,21,848,11.0,1970-01-01 00:00:00.000000241,2
2701,21,2309,9.0,1970-01-01 00:00:00.000000241,2
2946,17,704,11.0,1970-01-01 00:00:00.000000241,2
65,1,1636,2.0,1970-01-01 00:00:00.000000253,0
270,0,2507,6.0,1970-01-01 00:00:00.000000253,0
645,1,942,1.0,1970-01-01 00:00:00.000000253,0
1222,14,82,8.0,1970-01-01 00:00:00.000000253,1
1921,13,630,5.0,1970-01-01 00:00:00.000000253,1
2059,23,433,12.0,1970-01-01 00:00:00.000000253,2
2100,7,2453,1.0,1970-01-01 00:00:00.000000253,2
2162,29,1062,3.0,1970-01-01 00:00:00.000000253,2
2634,3,653,10.0,1970-01-01 00:00:00.000000253,2
2813,27,381,11.0,1970-01-01 00:00:00.000000253,2
1607,15,1392,3.0,1970-01-01 00:00:00.000000265,1
1690,22,1778,9.0,1970-01-01 00:00:00.000000265,1
2456,17,1793,11.0,1970-01-01 00:00:00.000000265,2
210,0,1878,4.0,1970-01-01 00:00:00.000000277,0
708,24,1634,11.0,1970-01-01 00:00:00.000000277,0
1502,14,329,4.0,1970-01-01 00:00:00.000000277,1
1562,14,805,1.0,1970-01-01 00:00:00.000000277,1
1904,2,73,5.0,1970-01-01 00:00:00.000000277,1
2003,27,493,2.0,1970-01-01 00:00:00.000000277,2
2399,23,2511,3.0,1970-01-01 00:00:00.000000277,2
2420,7,1901,9.0,1970-01-01 00:00:00.000000277,2
2462,29,1195,3.0,1970-01-01 00:00:00.000000277,2
2480,7,2492,11.0,1970-01-01 00:00:00.000000277,2
339,19,1100,1.0,1970-01-01 00:00:00.000000289,0
595,1,2184,1.0,1970-01-01 00:00:00.000000289,0
629,19,1046,2.0,1970-01-01 00:00:00.000000289,0
652,9,12,9.0,1970-01-01 00:00:00.000000289,0
1093,20,1869,1.0,1970-01-01 00:00:00.000000289,1
1918,5,1018,10.0,1970-01-01 00:00:00.000000289,1
2306,17,2117,9.0,1970-01-01 00:00:00.000000289,2
2542,29,1759,4.0,1970-01-01 00:00:00.000000289,2
594,16,416,1.0,1970-01-01 00:00:00.000000301,0
649,19,2195,1.0,1970-01-01 00:00:00.000000301,0
1183,20,1299,5.0,1970-01-01 00:00:00.000000301,1
1648,5,1647,7.0,1970-01-01 00:00:00.000000301,1
1705,18,2129,4.0,1970-01-01 00:00:00.000000301,1
1874,2,2058,1.0,1970-01-01 00:00:00.000000301,1
2912,29,1105,1.0,1970-01-01 00:00:00.000000301,2
132,9,1478,12.0,1970-01-01 00:00:00.000000313,0
549,19,421,8.0,1970-01-01 00:00:00.000000313,0
598,24,2166,8.0,1970-01-01 00:00:00.000000313,0
939,19,1212,3.0,1970-01-01 00:00:00.000000313,0
1251,13,344,12.0,1970-01-01 00:00:00.000000313,1
1785,18,1144,10.0,1970-01-01 00:00:00.000000313,1
558,24,2430,10.0,1970-01-01 00:00:00.000000325,0
730,0,95,8.0,1970-01-01 00:00:00.000000325,0
1121,13,2351,6.0,1970-01-01 00:00:00.000000325,1
1433,20,1632,8.0,1970-01-01 00:00:00.000000325,1
1565,18,970,11.0,1970-01-01 00:00:00.000000325,1
1873,20,829,7.0,1970-01-01 00:00:00.000000325,1
2830,7,624,3.0,1970-01-01 00:00:00.000000325,2
2272,29,1464,7.0,1970-01-01 00:00:00.000000337,2
2585,3,1222,12.0,1970-01-01 00:00:00.000000337,2
2838,26,396,3.0,1970-01-01 00:00:00.000000337,2
2856,17,582,11.0,1970-01-01 00:00:00.000000337,2
749,19,1160,1.0,1970-01-01 00:00:00.000000348,0
1800,22,856,2.0,1970-01-01 00:00:00.000000348,1
1821,13,1147,10.0,1970-01-01 00:00:00.000000348,1
2034,3,539,8.0,1970-01-01 00:00:00.000000348,2
2044,28,924,11.0,1970-01-01 00:00:00.000000348,2
2286,17,1879,8.0,1970-01-01 00:00:00.000000348,2
2683,27,296,7.0,1970-01-01 00:00:00.000000348,2
2984,28,1976,11.0,1970-01-01 00:00:00.000000348,2
46,8,2547,7.0,1970-01-01 00:00:00.000000359,0
221,19,1081,9.0,1970-01-01 00:00:00.000000359,0
251,19,861,3.0,1970-01-01 00:00:00.000000359,0
654,16,1402,7.0,1970-01-01 00:00:00.000000359,0
904,16,1051,11.0,1970-01-01 00:00:00.000000359,0
1201,13,2465,8.0,1970-01-01 00:00:00.000000359,1
1261,13,2213,10.0,1970-01-01 00:00:00.000000359,1
1633,20,339,1.0,1970-01-01 00:00:00.000000359,1
1948,5,436,6.0,1970-01-01 00:00:00.000000359,1
2062,29,48,7.0,1970-01-01 00:00:00.000000359,2
2731,21,2031,6.0,1970-01-01 00:00:00.000000359,2
390,0,2278,8.0,1970-01-01 00:00:00.000000002,0
522,9,717,5.0,1970-01-01 00:00:00.000000002,0
1322,14,1529,4.0,1970-01-01 00:00:00.000000002,1
2310,7,55,5.0,1970-01-01 00:00:00.000000002,2
2383,27,89,1.0,1970-01-01 00:00:00.000000002,2
2865,3,2331,2.0,1970-01-01 00:00:00.000000002,2
45,1,1905,1.0,1970-01-01 00:00:00.000000014,0
893,12,899,12.0,1970-01-01 00:00:00.000000014,0
1008,5,1093,10.0,1970-01-01 00:00:00.000000014,1
1148,5,265,4.0,1970-01-01 00:00:00.000000014,1
1457,15,703,6.0,1970-01-01 00:00:00.000000014,1
1588,5,1531,4.0,1970-01-01 00:00:00.000000014,1
1866,25,1021,9.0,1970-01-01 00:00:00.000000014,1
1889,4,556,3.0,1970-01-01 00:00:00.000000014,1
1983,20,2494,4.0,1970-01-01 00:00:00.000000014,1
226,8,692,3.0,1970-01-01 00:00:00.000000026,0
351,19,2550,4.0,1970-01-01 00:00:00.000000026,0
479,19,913,9.0,1970-01-01 00:00:00.000000026,0
570,0,1668,7.0,1970-01-01 00:00:00.000000026,0
643,12,1128,1.0,1970-01-01 00:00:00.000000026,0
679,19,1035,6.0,1970-01-01 00:00:00.000000026,0
1188,5,2381,11.0,1970-01-01 00:00:00.000000026,1
1480,22,2569,11.0,1970-01-01 00:00:00.000000026,1
1611,13,2161,4.0,1970-01-01 00:00:00.000000026,1
1627,15,1053,5.0,1970-01-01 00:00:00.000000026,1
2028,26,1007,7.0,1970-01-01 00:00:00.000000026,2
2281,21,1854,5.0,1970-01-01 00:00:00.000000026,2
2532,29,2131,9.0,1970-01-01 00:00:00.000000026,2
172,9,2290,11.0,1970-01-01 00:00:00.000000038,0
237,11,1591,9.0,1970-01-01 00:00:00.000000038,0
340,0,1287,2.0,1970-01-01 00:00:00.000000038,0
400,0,853,1.0,1970-01-01 00:00:00.000000038,0
841,19,2263,10.0,1970-01-01 00:00:00.000000038,0
1287,15,420,11.0,1970-01-01 00:00:00.000000038,1
1366,25,811,11.0,1970-01-01 00:00:00.000000038,1
1878,5,1796,8.0,1970-01-01 00:00:00.000000038,1
2124,28,1936,7.0,1970-01-01 00:00:00.000000038,2
56,8,1722,5.0,1970-01-01 00:00:00.000000050,0
421,19,378,9.0,1970-01-01 00:00:00.000000050,0
424,16,2291,2.0,1970-01-01 00:00:00.000000050,0
1868,5,1617,1.0,1970-01-01 00:00:00.000000050,1
2545,3,846,11.0,1970-01-01 00:00:00.000000050,2
2778,26,1852,7.0,1970-01-01 00:00:00.000000050,2
56,8,1722,5.0,1970-01-01 00:00:00.000000050,0
421,19,378,9.0,1970-01-01 00:00:00.000000050,0
424,16,2291,2.0,1970-01-01 00:00:00.000000050,0
1868,5,1617,1.0,1970-01-01 00:00:00.000000050,1
2545,3,846,11.0,1970-01-01 00:00:00.000000050,2
2778,26,1852,7.0,1970-01-01 00:00:00.000000050,2
145,1,1079,8.0,1970-01-01 00:00:00.000000062,0
300,0,1765,9.0,1970-01-01 00:00:00.000000062,0
439,19,917,2.0,1970-01-01 00:00:00.000000062,0
906,8,2206,3.0,1970-01-01 00:00:00.000000062,0
959,19,1995,7.0,1970-01-01 00:00:00.000000062,0
1376,25,1816,7.0,1970-01-01 00:00:00.000000062,1
1776,25,867,3.0,1970-01-01 00:00:00.000000062,1
1784,2,395,3.0,1970-01-01 00:00:00.000000062,1
1974,2,2275,7.0,1970-01-01 00:00:00.000000062,1
2080,7,19,7.0,1970-01-01 00:00:00.000000062,2
2108,26,2079,10.0,1970-01-01 00:00:00.000000062,2
2169,23,537,1.0,1970-01-01 00:00:00.000000062,2
145,1,1079,8.0,1970-01-01 00:00:00.000000062,0
300,0,1765,9.0,1970-01-01 00:00:00.000000062,0
439,19,917,2.0,1970-01-01 00:00:00.000000062,0
906,8,2206,3.0,1970-01-01 00:00:00.000000062,0
959,19,1995,7.0,1970-01-01 00:00:00.000000062,0
1376,25,1816,7.0,1970-01-01 00:00:00.000000062,1
1776,25,867,3.0,1970-01-01 00:00:00.000000062,1
1784,2,395,3.0,1970-01-01 00:00:00.000000062,1
1974,2,2275,7.0,1970-01-01 00:00:00.000000062,1
2080,7,19,7.0,1970-01-01 00:00:00.000000062,2
2108,26,2079,10.0,1970-01-01 00:00:00.000000062,2
2169,23,537,1.0,1970-01-01 00:00:00.000000062,2
213,12,1059,8.0,1970-01-01 00:00:00.000000074,0
345,1,1486,9.0,1970-01-01 00:00:00.000000074,0
398,24,2014,7.0,1970-01-01 00:00:00.000000074,0
509,19,1894,1.0,1970-01-01 00:00:00.000000074,0
821,19,1865,10.0,1970-01-01 00:00:00.000000074,0
1642,14,2315,2.0,1970-01-01 00:00:00.000000074,1
1956,25,1099,12.0,1970-01-01 00:00:00.000000074,1
2085,3,593,6.0,1970-01-01 00:00:00.000000074,2
2096,17,2184,6.0,1970-01-01 00:00:00.000000074,2
2356,17,773,6.0,1970-01-01 00:00:00.000000074,2
2373,27,623,12.0,1970-01-01 00:00:00.000000074,2
213,12,1059,8.0,1970-01-01 00:00:00.000000074,0
345,1,1486,9.0,1970-01-01 00:00:00.000000074,0
398,24,2014,7.0,1970-01-01 00:00:00.000000074,0
509,19,1894,1.0,1970-01-01 00:00:00.000000074,0
821,19,1865,10.0,1970-01-01 00:00:00.000000074,0
1642,14,2315,2.0,1970-01-01 00:00:00.000000074,1
1956,25,1099,12.0,1970-01-01 00:00:00.000000074,1
2085,3,593,6.0,1970-01-01 00:00:00.000000074,2
2096,17,2184,6.0,1970-01-01 00:00:00.000000074,2
2356,17,773,6.0,1970-01-01 00:00:00.000000074,2
2373,27,623,12.0,1970-01-01 00:00:00.000000074,2
204,16,2454,1.0,1970-01-01 00:00:00.000000086,0
1381,13,986,2.0,1970-01-01 00:00:00.000000086,1
2365,3,2414,11.0,1970-01-01 00:00:00.000000086,2
2486,17,663,11.0,1970-01-01 00:00:00.000000086,2
2506,17,903,1.0,1970-01-01 00:00:00.000000086,2
2705,3,2273,2.0,1970-01-01 00:00:00.000000086,2
204,16,2454,1.0,1970-01-01 00:00:00.000000086,0
1381,13,986,2.0,1970-01-01 00:00:00.000000086,1
2365,3,2414,11.0,1970-01-01 00:00:00.000000086,2
2486,17,663,11.0,1970-01-01 00:00:00.000000086,2
2506,17,903,1.0,1970-01-01 00:00:00.000000086,2
2705,3,2273,2.0,1970-01-01 00:00:00.000000086,2
1225,18,2281,2.0,1970-01-01 00:00:00.000000098,1
1344,2,885,3.0,1970-01-01 00:00:00.000000098,1
1361,13,88,10.0,1970-01-01 00:00:00.000000098,1
1979,4,2300,11.0,1970-01-01 00:00:00.000000098,1
2852,29,886,4.0,1970-01-01 00:00:00.000000098,2
48,24,71,3.0,1970-01-01 00:00:00.000000110,0
141,19,2502,1.0,1970-01-01 00:00:00.000000110,0
426,8,517,7.0,1970-01-01 00:00:00.000000110,0
556,8,1107,12.0,1970-01-01 00:00:00.000000110,0
600,0,1717,4.0,1970-01-01 00:00:00.000000110,0
797,11,1390,2.0,1970-01-01 00:00:00.000000110,0
1315,18,1300,12.0,1970-01-01 00:00:00.000000110,1
1356,25,634,4.0,1970-01-01 00:00:00.000000110,1
1435,18,968,10.0,1970-01-01 00:00:00.000000110,1
1618,5,820,11.0,1970-01-01 00:00:00.000000110,1
1630,22,1985,9.0,1970-01-01 00:00:00.000000110,1
1871,13,2318,6.0,1970-01-01 00:00:00.000000110,1
1919,4,998,9.0,1970-01-01 00:00:00.000000110,1
2661,21,2070,3.0,1970-01-01 00:00:00.000000110,2
2785,3,602,3.0,1970-01-01 00:00:00.000000110,2
328,24,1584,1.0,1970-01-01 00:00:00.000000122,0
466,8,673,7.0,1970-01-01 00:00:00.000000122,0
1109,4,625,12.0,1970-01-01 00:00:00.000000122,1
1578,5,48,2.0,1970-01-01 00:00:00.000000122,1
2370,7,1197,7.0,1970-01-01 00:00:00.000000122,2
2478,26,2117,8.0,1970-01-01 00:00:00.000000122,2
2544,28,1658,8.0,1970-01-01 00:00:00.000000122,2
2934,28,2485,2.0,1970-01-01 00:00:00.000000122,2
127,11,2433,8.0,1970-01-01 00:00:00.000000134,0
292,9,2063,8.0,1970-01-01 00:00:00.000000134,0
1394,2,1791,5.0,1970-01-01 00:00:00.000000134,1
2492,29,1420,5.0,1970-01-01 00:00:00.000000134,2
